-1.783040310335194762e-05,-2.971143198316967323e-04,1.282098929753586525e+00,9.999912465491190838e-01,6.732874175768974916e-04,5.221603854257334584e-04,-4.096444522271841526e-03,1.126870227853909133e-02,-4.358186986216434911e-03,-2.660651484772558889e-03,1.563930452507617582e-03,1.566213422280412571e-03,1.455197485141419660e-02,2.271519511945262193e-02,1.227912406967382637e-02,-7.643749805168980997e-03,-1.115970286733742635e-03,2.498906949743954446e-03,7.844202363941926714e-03,9.042611065596015477e-03,5.034294569118634953e-03,-1.150265687499408456e-03,5.899286001657928248e-03,1.268016891326713587e-02,-1.126881551959422675e-02,-7.701537248270325792e-03,-1.238785042193711605e-02,8.120295885048426504e-03,-3.566080620670389768e-03,-5.942286396633934126e-02,1.978595071728296573e-02,2.693157528452888583e-01,2.088647635997986363e-01,-1.638582589995598360e+00,2.253740455707818224e+00,-8.716373972432870376e-01,-5.321302969545117501e-01,3.127860905015235060e-01,3.132426844560824986e-01,2.910394970282839111e+00,4.543039023890524497e+00,2.455824813934765150e+00,-1.528749961033796234e+00,-2.231940573467485200e-01,4.997813899487908440e-01,1.568840472788385343e+00,1.808522213119203137e+00,1.006858913823726942e+00,-2.300531374998816825e-01,1.179857200331585698e+00,2.536033782653427160e+00,-2.253763103918845268e+00,-1.540307449654065186e+00,-2.477570084387423321e+00,1.624059177009685273e+00
6.562217248014417560e-04,-5.639592801241898479e-04,1.281973834221201258e+00,9.999682568252509229e-01,1.446051471178394108e-03,4.611581225108892694e-04,-7.821867436716660807e-03,2.876241260470509264e-02,-1.744766732742370711e-03,-3.622692084207763865e-03,2.474974013924641399e-04,-1.319488165485387457e-02,2.862169828570900604e-02,5.724778229501171350e-02,1.951588418283785667e-02,-3.654621516030466880e-03,8.010903923277112957e-04,-2.485724441370260572e-04,5.825658618671807412e-03,1.314088830824579335e-02,6.081828573421760656e-03,9.841628483472463287e-03,8.226433467304046163e-03,2.204279971550011930e-02,-1.077007746814994879e-02,-1.440128886376345133e-02,-2.505678928958313470e-02,2.618063828533628845e-02,1.348104255809587371e-01,-5.336899205849861272e-02,-2.501910647705322260e-02,3.099879195510629737e-01,-2.413302620603691162e-02,-1.490019556536616996e+00,3.498742065233199749e+00,5.226840506948128295e-01,-1.924081198870409848e-01,-2.632866102230306815e-01,-2.952219015426857496e+00,2.813944686858961486e+00,6.906517435111817704e+00,1.447352022632806046e+00,7.978256578277027611e-01,3.834121358122907774e-01,-5.494958787761961005e-01,-4.037087490540238743e-01,8.196554485299555326e-01,2.095068008606251198e-01,2.198378834194374409e+00,4.654294931292235482e-01,1.872526160446597032e+00,9.974761028885570369e-02,-1.339950323098625162e+00,-2.533787773529203591e+00,3.612068480057572639e+00
1.356955453807619921e-03,-9.003033602591230733e-04,1.281882718189282899e+00,9.999369039618246635e-01,2.213260633641109514e-03,2.449869136561595067e-04,-1.101042932950947219e-02,2.522015094146778935e-02,3.004167266228896429e-03,-6.291801289309932425e-03,1.444212579237602167e-03,-2.432169867008171157e-02,2.724565647450393618e-02,7.277688789380923340e-02,5.001673036255328830e-02,1.184977217956933136e-02,9.352193892302590721e-04,-8.789893702395660743e-03,1.023141668817551669e-02,3.084046396999245293e-02,1.578435037774177097e-02,2.433571561150117517e-03,1.236801351739077667e-02,3.140621765086940020e-02,-1.137512066256742525e-02,-2.157059955056631062e-02,-3.683383138911448806e-02,4.405810405629763393e-02,1.401467458012356504e-01,-6.726881602698664420e-02,-1.822320638367436879e-02,3.081571310170545530e-01,-8.590403648090522148e-02,-1.275218102574283030e+00,-7.084523326474605476e-01,9.497867997942534002e-01,-5.338218410204337294e-01,2.393430355690275846e-01,-2.225363403045567345e+00,-2.752083622410137487e-01,3.105821119759504256e+00,6.100169235943086576e+00,3.100878739119959704e+00,2.682579938050955182e-02,-1.708264251651726795e+00,8.811516139007420367e-01,3.539915132349331639e+00,1.940504360864001798e+00,-1.481611384464469161e+00,8.283160100173461160e-01,1.872683587073856959e+00,-1.210086388834954174e-01,-1.433862137360572220e+00,-2.355408419906270812e+00,3.575493154192268097e+00
2.379524844831054121e-03,-1.218587472366480275e-03,1.281878708760989305e+00,9.999060483198403126e-01,3.201416332377009927e-03,-7.632942167015405828e-04,-1.330649648880220283e-02,2.302116050927612359e-02,9.935120506578614535e-03,-9.386733451360434674e-03,2.632811107782394213e-03,-4.655021595335404050e-02,2.439107357358460612e-02,7.769393246261752095e-02,5.297017058596802108e-02,4.323348755647135611e-02,1.471803273102553853e-03,-8.312995823326218073e-03,1.982772157199400725e-02,6.219380390117082436e-02,3.815568678052017743e-02,-1.685806451675034290e-02,1.459401915439105177e-02,3.376532869441015161e-02,-6.092837815740538739e-03,-2.316802606713464982e-02,-5.439196530930930085e-02,7.755607586879888216e-02,2.045138782046868053e-01,-6.365682242147145675e-02,-8.018856587181655282e-04,3.999307867699360974e-01,-4.009651772273605808e-01,-9.175164496139271986e-01,-4.397980864383331800e-01,1.386190648069943521e+00,-6.189864324101003179e-01,2.377197057089584231e-01,-4.445703456654465313e+00,-5.709165801838658183e-01,9.834089137616572884e-01,5.906880446829463338e-01,6.276743075380404768e+00,1.073167767744589440e-01,9.537957581388867290e-02,1.919260976763697890e+00,6.270667986235674007e+00,4.474267280555681126e+00,-3.858327215580092506e+00,4.452011274000550745e-01,4.718222087081500593e-01,1.056456569365377351e+00,-3.194853033136677567e-01,-3.511626784038961446e+00,6.699594362500249645e+00
4.066534801409364339e-03,-1.609795486400681470e-03,1.281832809401709072e+00,9.998570919190568063e-01,3.710873610373849069e-03,-1.187341024292595240e-03,-1.645039140891647184e-02,3.318559864914531754e-02,2.314601594076984986e-02,-9.250732008900143868e-03,3.844617808617380346e-03,-7.034142054917538744e-02,1.165060041524321362e-02,7.949740698351573376e-02,5.312772378675037488e-02,5.310644075839352635e-02,3.983673993387910200e-03,-1.609213710202280628e-04,6.555373783607525845e-03,6.649784040937814500e-02,4.392228218129184958e-02,-3.495522681539034449e-02,2.239874919991284227e-02,3.635405548244651647e-02,1.523192329454691601e-02,-2.302788395792706652e-02,-7.553067551218534126e-02,1.182412586119413744e-01,3.374019913156619532e-01,-7.824160280684024082e-02,-9.179871856050011297e-03,2.051239546113872159e-01,-1.709323585228828268e-01,-1.257315083604442219e+00,2.032887627973838374e+00,2.642179086838247315e+00,2.720028849205813337e-02,2.423613401669972578e-01,-4.758240919164269833e+00,-2.548094631668278431e+00,3.606949041796417843e-01,3.151064015647087047e-02,1.974590640384433549e+00,5.023741440570711481e-01,1.630414890461198141e+00,-2.654469557677296088e+00,8.608073016414632406e-01,1.153319080154334486e+00,-3.619432459727999873e+00,1.560946009104358101e+00,5.177453576072730268e-01,4.264952222057490694e+00,2.802842184151671523e-02,-4.227742040575208193e+00,8.137036548628499233e+00
5.098277918981390135e-03,-1.849645938926376340e-03,1.281607262075867615e+00,9.998452204786431041e-01,3.420973366561488524e-03,1.909235683283842713e-03,-1.715187588412868738e-02,3.655283266135140458e-02,1.461017119824777576e-02,-5.544410245776414461e-03,2.048226236378187636e-03,-6.258346744985740506e-02,1.718519190307951985e-02,7.714521427949441734e-02,2.846378560884497977e-02,2.576267424264888292e-02,7.688251448372360186e-03,-1.739965614418367140e-02,9.444425737903340209e-03,5.973837536199118337e-02,3.484239403847771976e-02,-1.298042539915075094e-02,2.808249056395678914e-02,3.276929132871510969e-02,5.537216238406460211e-02,-2.522472275866395261e-02,-8.385652289593961695e-02,1.662134987105259309e-01,2.063486235144051661e-01,-4.797009050513895839e-02,-4.510946516830521835e-02,-1.366352560731702859e-01,1.235501290590700352e+00,-2.850910076293262652e-01,6.734468024412167964e-01,-1.707168948504414807e+00,7.412643526247458814e-01,-3.592783144478385315e-01,1.551590619863595144e+00,1.106918297567261344e+00,-4.704385408042642824e-01,-4.932787635581078689e+00,-5.468753303148928602e+00,7.409154909968900249e-01,-3.447746954632688876e+00,5.778103908591627480e-01,-1.351893009477392216e+00,-1.815977628562825963e+00,4.394960283247918653e+00,1.136748272808789206e+00,-7.169528307462809114e-01,8.028047817903537720e+00,-4.393677601473771066e-01,-1.665169476750855804e+00,9.594448019716910636e+00
5.885878150967974870e-03,-1.906790544502073859e-03,1.281710699051001434e+00,9.998409998907694662e-01,3.205965351018553490e-03,4.421846613100650220e-03,-1.697480474481469215e-02,3.597963768768889375e-02,1.115030619679371025e-02,-5.971544378084765389e-03,5.352595416015913481e-03,-4.348955759956775469e-02,-1.601643609358067294e-03,3.787417069831150451e-02,-4.086304848214789009e-03,2.433744334993053274e-02,5.604044925607734422e-03,-1.620573140844832477e-02,2.730744223755902055e-03,3.339972119965926162e-02,-1.525675986571204540e-02,1.094865839425062173e-02,3.346693711201426807e-02,2.572946793392000275e-02,9.909962990431143981e-02,-2.537711290928118535e-02,-8.504083212268483127e-02,1.943680724652536718e-01,1.575200463973169263e-01,-1.142892111513952452e-02,2.068739502677829911e-02,-1.033578539051524803e-01,1.003660289855262899e+00,6.718617767502566007e-02,-1.146389947325021641e-01,-6.919730002908131006e-01,-8.542682646167010230e-02,6.608738359275451169e-01,3.818781970057929520e+00,-3.757367102487517041e+00,-7.854208716236582788e+00,-6.510018091411954089e+00,-2.850461785436699813e-01,-4.168413045529251182e-01,2.387849471470695484e-01,-1.342736302829487638e+00,-5.267730832466384072e+00,-1.001983078083795320e+01,4.785816758680274674e+00,1.076889309611495538e+00,-1.407964678959021221e+00,8.745493504049367317e+00,-3.047803012344657558e-02,-2.368618453490425324e-01,5.630914750945548164e+00
7.254137688583215532e-03,-1.912932019448976501e-03,1.282137795407736203e+00,9.998276282884749344e-01,3.556356037345390769e-03,6.980633419736756613e-03,-1.683261120082413936e-02,4.954592702953301842e-02,1.188592058986681112e-02,-9.462793401005129001e-03,9.501501169607998523e-03,-3.975697032015685500e-02,-1.802703461687461470e-02,1.025116872517554609e-02,-3.365932479865442473e-02,1.133429348677986517e-02,9.668106255484136546e-04,-1.855836075656167733e-02,-2.241093141454642002e-02,-8.062756529979162035e-03,-4.757115851965845743e-02,1.516749112519915135e-02,4.042527585491457326e-02,1.655741362268406749e-02,1.577538987002989057e-01,-1.865752097460928252e-02,-8.745802236779673389e-02,2.378667751328774893e-01,2.736519075230481324e-01,-1.228294989380530194e-03,8.541927134696662705e-02,1.225258080661406346e-01,1.025938251012848745e+00,5.411603910059177569e-02,2.713257868368824433e+00,1.471228786146201450e-01,-6.982498045840727086e-01,8.297811507184169599e-01,7.465174558821798811e-01,-3.285078201503309536e+00,-5.524600394627191768e+00,-5.914603990087927698e+00,-2.600629972630133402e+00,-9.274468600118640493e-01,-4.705258696226707338e-01,-5.028335127660464643e+00,-8.292495545927684120e+00,-6.462879730789282462e+00,8.437665461897059238e-01,1.391667748580061259e+00,-1.834410862247186857e+00,1.173085375919749218e+01,1.343918386934380482e+00,-4.834380490223801896e-01,8.699740533524764174e+00
7.957206041186491371e-03,-1.719903121870320099e-03,1.282587957391541078e+00,9.998854523321991650e-01,4.487455456492360842e-03,8.737690818344709051e-03,-1.151510821149596443e-02,4.769520476278737292e-02,9.645895726109500468e-03,-1.897441573301347773e-02,1.754466675814175813e-02,-5.233100100946545818e-02,-2.449079153545589971e-02,-5.036291228112959109e-03,-3.858973921831433673e-02,1.786366913511173299e-02,-1.081496913434155938e-02,-3.679082268571248759e-02,-3.450410480745531860e-02,-2.618050520011589236e-02,-4.013928629569026019e-02,4.505514792033564475e-02,3.782642451771481285e-02,-3.057483602861735955e-03,2.057817468415861495e-01,-3.023335000401167205e-03,-7.535700990404796407e-02,2.560010584119558619e-01,1.406136705206550153e-01,3.860577951573129774e-02,9.003239676097381239e-02,3.456170079097009018e-01,7.163777091643095396e-01,2.127135697041079965e+00,-3.701444533491287103e-01,-4.480049727514621161e-01,-1.902324466401669856e+00,1.608633117706751658e+00,-2.514806137861719915e+00,-1.292751383716257196e+00,-3.057491990657700942e+00,-9.860828839319824013e-01,1.305875129666373535e+00,-2.356355951977994412e+00,-3.646492385830162331e+00,-2.418634678581780051e+00,-3.623549734027346148e+00,1.486374444793638894e+00,5.977531359027297597e+00,-5.197702674399520273e-01,-3.922979445109160856e+00,9.605569628257448755e+00,3.126837194841622924e+00,2.420202492749752743e+00,3.626856655815672958e+00
8.745292976698385359e-03,-1.720261557982301045e-03,1.282963857835685673e+00,9.998739461557630825e-01,5.321162748433559860e-03,1.071923078248296531e-02,-1.043432400007649440e-02,6.515887320833353702e-02,8.835314193958958631e-03,-2.399646537198820914e-02,2.048022778886790171e-02,-4.936167256630708683e-02,-2.241089373186430644e-02,1.341551188343644528e-02,8.826507751403069035e-03,3.921925535509263733e-02,-1.512932606141789878e-02,-3.022087534121887381e-02,-6.202325917944724598e-02,-7.080826602229918498e-02,-4.755461371302455165e-02,6.607101202685049246e-02,3.695473563792497224e-02,-9.325789051212323572e-03,2.397858071327291785e-01,6.942892033382953507e-03,-7.620412800675054055e-02,2.792758619379524521e-01,1.576173871023788531e-01,-7.168722239619951253e-05,7.518008882890468703e-02,3.205611976412123809e-01,7.983462589607229765e-01,4.315686242361034264e-01,3.492733689109232209e+00,-1.621163064301082701e-01,-1.004409927794946089e+00,5.871122061452285212e-01,5.938656886316744377e-01,4.159795607183183197e-01,3.690360622309880601e+00,9.483249393943481209e+00,4.271117243996180868e+00,-8.628713854152678664e-01,1.313989468898722368e+00,-5.503830874398384587e+00,-8.925552164436659552e+00,-1.483065483466857515e+00,4.203172821302969986e+00,-1.743377759579676223e-01,-1.253661089670117246e+00,6.800812058228604684e+00,1.993245406756824156e+00,-1.694236205405146301e-01,4.654960705199316706e+00
