0.000000000000000000e+00,0.000000000000000000e+00,4.450000000000000067e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-5.058163551132724704e-06,4.372050123131283245e-09,4.449745740805997607e-01,9.999999812356942241e-01,1.674174508935531224e-07,1.937229223343977808e-04,1.115243712653052732e-07,-1.123340763513914218e-04,2.190631811585419704e-03,-8.250869807257758121e-03,1.115551742402723281e-04,2.190451319298541543e-03,-8.250920470556016156e-03,4.897196980034102166e-05,2.140710877188573176e-03,-8.277551351272047220e-03,-5.021632740004469209e-05,2.140520719439672256e-03,-8.277632987055687230e-03,-2.529081775566362298e-03,2.186025061565641480e-06,-1.271295970011874187e-02,1.674174519407105766e-04,1.937229235460898591e-01,1.115243719628644247e-04,-5.616703817569571044e-02,1.095315905792709765e+00,-4.125434903628878658e+00,5.577758712013616144e-02,1.095225659649270655e+00,-4.125460235278008092e+00,2.448598490017050988e-02,1.070355438594286612e+00,-4.138775675636023443e+00,-2.510816370002234496e-02,1.070260359719836130e+00,-4.138816493527843754e+00
-5.058163551132724704e-06,4.372050123131283245e-09,4.449745740805997607e-01,9.999999812356942241e-01,1.674174508935531224e-07,1.937229223343977808e-04,1.115243712653052732e-07,-1.123340763513914218e-04,2.190631811585419704e-03,-8.250869807257758121e-03,1.115551742402723281e-04,2.190451319298541543e-03,-8.250920470556016156e-03,4.897196980034102166e-05,2.140710877188573176e-03,-8.277551351272047220e-03,-5.021632740004469209e-05,2.140520719439672256e-03,-8.277632987055687230e-03,-2.529081775566362298e-03,2.186025061565641480e-06,-1.271295970011874187e-02,1.674174519407105766e-04,1.937229235460898591e-01,1.115243719628644247e-04,-5.616703817569571044e-02,1.095315905792709765e+00,-4.125434903628878658e+00,5.577758712013616144e-02,1.095225659649270655e+00,-4.125460235278008092e+00,2.448598490017050988e-02,1.070355438594286612e+00,-4.138775675636023443e+00,-2.510816370002234496e-02,1.070260359719836130e+00,-4.138816493527843754e+00
-3.481135323961219689e-06,-2.736038798197055930e-06,4.449154504618289541e-01,9.999998907156250061e-01,-2.423450203593040979e-04,3.955797570432018507e-04,-5.791618888649627332e-05,1.792357828056080366e-03,8.298018438200818400e-03,-2.419277459504375755e-02,3.311219862826131192e-04,8.041410486353841452e-03,-2.394011986730835290e-02,-1.273643501410938678e-03,4.944891733529938049e-03,-2.218470390360583605e-02,1.426941959107566951e-03,5.477056089863638344e-03,-2.228357546387440061e-02,7.885141135857524908e-04,-1.370205424160093758e-03,-2.956180938541277253e-02,-2.425011735942536051e-01,2.018568692508178886e-01,-5.807472716755858466e-02,9.523459522037359681e-01,3.053693313307699331e+00,-7.970952393892998700e+00,1.097834060211703988e-01,2.925479583527649474e+00,-7.844599698376168107e+00,-6.613077356056398237e-01,1.402090428170682301e+00,-6.953576276166895553e+00,7.385791432538058032e-01,1.668267685211983320e+00,-7.002971238409356758e+00
-3.481135323961219689e-06,-2.736038798197055930e-06,4.449154504618289541e-01,9.999998907156250061e-01,-2.423450203593040979e-04,3.955797570432018507e-04,-5.791618888649627332e-05,1.792357828056080366e-03,8.298018438200818400e-03,-2.419277459504375755e-02,3.311219862826131192e-04,8.041410486353841452e-03,-2.394011986730835290e-02,-1.273643501410938678e-03,4.944891733529938049e-03,-2.218470390360583605e-02,1.426941959107566951e-03,5.477056089863638344e-03,-2.228357546387440061e-02,7.885141135857524908e-04,-1.370205424160093758e-03,-2.956180938541277253e-02,-2.425011735942536051e-01,2.018568692508178886e-01,-5.807472716755858466e-02,9.523459522037359681e-01,3.053693313307699331e+00,-7.970952393892998700e+00,1.097834060211703988e-01,2.925479583527649474e+00,-7.844599698376168107e+00,-6.613077356056398237e-01,1.402090428170682301e+00,-6.953576276166895553e+00,7.385791432538058032e-01,1.668267685211983320e+00,-7.002971238409356758e+00
-1.341208215398815101e-05,-9.939420141507258573e-06,4.448376723855069770e-01,9.999994870600774632e-01,-4.085042226720685728e-04,9.263600709411352234e-04,2.934111299518451425e-05,1.597664665625517320e-03,1.704000769076578770e-02,-4.592197683566437427e-02,2.180382458081765035e-03,1.257081158089305359e-02,-4.399915260985236276e-02,-6.934177979573884166e-04,1.087519183930764702e-02,-4.255097159015376607e-02,1.083565667375923280e-03,7.689243687575420330e-03,-4.094326915815642287e-02,-4.965473415013465196e-03,-3.601690671655101601e-03,-3.888903816099065908e-02,-1.662245487540964517e-01,5.307496739264614405e-01,8.732017632942411234e-02,-9.734658121528150243e-02,4.370994626282485029e+00,-1.086460112031030789e+01,9.246302358995758253e-01,2.264700547269606457e+00,-1.002951637127200257e+01,2.901128517267751450e-01,2.965150052888854582e+00,-1.018313384327396243e+01,-1.716881458658218174e-01,1.106093798855891208e+00,-9.329846847141009647e+00
-1.341208215398815101e-05,-9.939420141507258573e-06,4.448376723855069770e-01,9.999994870600774632e-01,-4.085042226720685728e-04,9.263600709411352234e-04,2.934111299518451425e-05,1.597664665625517320e-03,1.704000769076578770e-02,-4.592197683566437427e-02,2.180382458081765035e-03,1.257081158089305359e-02,-4.399915260985236276e-02,-6.934177979573884166e-04,1.087519183930764702e-02,-4.255097159015376607e-02,1.083565667375923280e-03,7.689243687575420330e-03,-4.094326915815642287e-02,-4.965473415013465196e-03,-3.601690671655101601e-03,-3.888903816099065908e-02,-1.662245487540964517e-01,5.307496739264614405e-01,8.732017632942411234e-02,-9.734658121528150243e-02,4.370994626282485029e+00,-1.086460112031030789e+01,9.246302358995758253e-01,2.264700547269606457e+00,-1.002951637127200257e+01,2.901128517267751450e-01,2.965150052888854582e+00,-1.018313384327396243e+01,-1.716881458658218174e-01,1.106093798855891208e+00,-9.329846847141009647e+00
8.903045034073024216e-06,-2.736445043870361027e-05,4.447277179929435831e-01,9.999986013481431124e-01,-1.112413085417407119e-03,1.243350618762586145e-03,1.179750972215943221e-04,4.037305265511806698e-03,2.850559473136280927e-02,-7.167346200159038783e-02,3.514671510792322529e-03,2.042975744681647596e-02,-6.868836941557242282e-02,4.853997959106158078e-04,1.832941729036079159e-02,-6.632233988455604745e-02,3.475436116341643067e-03,1.352894555238311897e-02,-6.470526845381116554e-02,1.115756359403058742e-02,-8.712515148598175968e-03,-5.497719628169331352e-02,-7.039817404751328445e-01,3.169756837249366743e-01,8.811139253092468981e-02,1.219820299943144448e+00,5.732793520298510970e+00,-1.287574258296300833e+01,6.671445263552787663e-01,3.929472932961711074e+00,-1.234460840286003069e+01,5.894087969340020550e-01,3.727112725526572135e+00,-1.188568414720113786e+01,1.195935224482859827e+00,2.919850932403849519e+00,-1.188099964782737494e+01
8.903045034073024216e-06,-2.736445043870361027e-05,4.447277179929435831e-01,9.999986013481431124e-01,-1.112413085417407119e-03,1.243350618762586145e-03,1.179750972215943221e-04,4.037305265511806698e-03,2.850559473136280927e-02,-7.167346200159038783e-02,3.514671510792322529e-03,2.042975744681647596e-02,-6.868836941557242282e-02,4.853997959106158078e-04,1.832941729036079159e-02,-6.632233988455604745e-02,3.475436116341643067e-03,1.352894555238311897e-02,-6.470526845381116554e-02,1.115756359403058742e-02,-8.712515148598175968e-03,-5.497719628169331352e-02,-7.039817404751328445e-01,3.169756837249366743e-01,8.811139253092468981e-02,1.219820299943144448e+00,5.732793520298510970e+00,-1.287574258296300833e+01,6.671445263552787663e-01,3.929472932961711074e+00,-1.234460840286003069e+01,5.894087969340020550e-01,3.727112725526572135e+00,-1.188568414720113786e+01,1.195935224482859827e+00,2.919850932403849519e+00,-1.188099964782737494e+01
4.861217890508883450e-06,-5.753919641727268410e-05,4.445767897543633773e-01,9.999952901971604913e-01,-2.578286196233005052e-03,1.660545371197219263e-03,1.208836516986589604e-04,9.175876828696704485e-03,3.799264570412906605e-02,-9.981155034141453442e-02,7.313123379255328897e-03,2.678540199089934210e-02,-9.593881416753580194e-02,1.133313620909575867e-03,2.789088282100992203e-02,-9.382372430382653061e-02,8.670439079203942287e-03,2.178263793524580494e-02,-9.229841063096455578e-02,-2.020913571782070525e-03,-1.508737298928453791e-02,-7.546411929009927411e-02,-1.465829709183648522e+00,4.173681484356954741e-01,1.550440305025713172e-03,2.569285781592448359e+00,4.743525486383126655e+00,-1.406904416991207007e+01,1.899225934231503210e+00,3.177822272041432861e+00,-1.362522237598169106e+01,3.239569124994799987e-01,4.780732765324565037e+00,-1.375069220963524330e+01,2.597501481431149450e+00,4.126846191431343236e+00,-1.379657108857669101e+01
