0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.397184908235468981e-02,1.929194585146740415e-01,-8.880000000000000115e-01,-4.942402738709033433e-02,-4.368008316819109449e-02,-8.880000000000000115e-01,4.349653731025674430e-01,9.609227380443574607e-02,-8.880000000000000115e-01,-9.927271633541907836e-03,7.963352269009722761e-02,-8.880000000000000115e-01
6.397184908235468981e-02,1.929194585146740415e-01,-8.880000000000000115e-01,-4.942402738709033433e-02,-4.368008316819109449e-02,-8.880000000000000115e-01,4.349653731025674430e-01,9.609227380443574607e-02,-8.880000000000000115e-01,-9.927271633541907836e-03,7.963352269009722761e-02,-8.880000000000000115e-01
-2.643063642198148488e-02,1.105730716181292511e-01,-8.880000000000000115e-01,-3.953214705371883575e-01,-2.756643662289751662e-01,-8.880000000000000115e-01,-4.691215663904376165e-01,5.516311541479064218e-01,-8.880000000000000115e-01,7.535789049347468849e-02,1.273166365832137381e-01,-9.113902492611613004e-01
-2.643063642198148488e-02,1.105730716181292511e-01,-8.880000000000000115e-01,-3.953214705371883575e-01,-2.756643662289751662e-01,-8.880000000000000115e-01,-4.691215663904376165e-01,5.516311541479064218e-01,-8.880000000000000115e-01,7.535789049347468849e-02,1.273166365832137381e-01,-9.113902492611613004e-01
-8.629999999999999893e-01,-3.401965377435384741e-01,-8.880000000000000115e-01,-4.428664424374053055e-01,-1.465227853903428024e-01,-1.471115281959536114e+00,1.978502083203844686e-01,6.729006674437554292e-01,-8.880000000000000115e-01,4.534084087760525961e-02,8.615086536786503713e-02,-8.880000000000000115e-01
-8.629999999999999893e-01,-3.401965377435384741e-01,-8.880000000000000115e-01,-4.428664424374053055e-01,-1.465227853903428024e-01,-1.471115281959536114e+00,1.978502083203844686e-01,6.729006674437554292e-01,-8.880000000000000115e-01,4.534084087760525961e-02,8.615086536786503713e-02,-8.880000000000000115e-01
2.115616996437556518e-01,6.103681547482761593e-02,-1.225445706726097539e+00,6.534399017084649985e-01,-6.860000000000000542e-01,-1.145249140843393354e+00,7.596872518026172028e-01,3.163883965028405076e-02,-1.310666782415848886e+00,-4.931246475114773320e-01,-6.860000000000000542e-01,-1.194607063609758546e+00
2.115616996437556518e-01,6.103681547482761593e-02,-1.225445706726097539e+00,6.534399017084649985e-01,-6.860000000000000542e-01,-1.145249140843393354e+00,7.596872518026172028e-01,3.163883965028405076e-02,-1.310666782415848886e+00,-4.931246475114773320e-01,-6.860000000000000542e-01,-1.194607063609758546e+00
-1.429988944078698365e-01,-5.142747558270432950e-02,-8.880000000000000115e-01,1.276747385395652912e-01,1.220012015747262257e+00,-8.880000000000000115e-01,-1.892958881715884334e-01,1.327475682090480280e+00,-8.880000000000000115e-01,-8.629999999999999893e-01,9.264083931443672926e-02,-9.822766032628433841e-01
-1.429988944078698365e-01,-5.142747558270432950e-02,-8.880000000000000115e-01,1.276747385395652912e-01,1.220012015747262257e+00,-8.880000000000000115e-01,-1.892958881715884334e-01,1.327475682090480280e+00,-8.880000000000000115e-01,-8.629999999999999893e-01,9.264083931443672926e-02,-9.822766032628433841e-01
1.930083896989792935e-01,2.450890457294304936e-01,-1.644879554653501108e+00,-3.148258177807536917e-01,-4.034778597458700267e-01,-8.880000000000000115e-01,-4.241256847537372421e-01,-1.408793817933123860e-01,-8.880000000000000115e-01,-1.269074371322966022e-01,1.359944286336500774e+00,-1.232953635848305751e+00
1.930083896989792935e-01,2.450890457294304936e-01,-1.644879554653501108e+00,-3.148258177807536917e-01,-4.034778597458700267e-01,-8.880000000000000115e-01,-4.241256847537372421e-01,-1.408793817933123860e-01,-8.880000000000000115e-01,-1.269074371322966022e-01,1.359944286336500774e+00,-1.232953635848305751e+00
-2.150343423709079327e-02,8.814707449678425011e-01,-1.368706955443440343e+00,-1.925383023242621949e-01,2.612568583357585128e-01,-1.406100057873679088e+00,5.285880563971520063e-01,-3.257153204674828606e-01,-1.022639027236565301e+00,8.629999999999999893e-01,1.058522936240864798e+00,-8.880000000000000115e-01
-2.150343423709079327e-02,8.814707449678425011e-01,-1.368706955443440343e+00,-1.925383023242621949e-01,2.612568583357585128e-01,-1.406100057873679088e+00,5.285880563971520063e-01,-3.257153204674828606e-01,-1.022639027236565301e+00,8.629999999999999893e-01,1.058522936240864798e+00,-8.880000000000000115e-01
8.629999999999999893e-01,5.121994093573796203e-01,-8.880000000000000115e-01,-8.629999999999999893e-01,-1.482328411934768220e-01,-1.593317680418588456e+00,1.033401448628775698e-01,8.318716710701663519e-01,-1.803207158693887813e+00,5.739347413930026010e-01,7.174965832489167417e-01,-8.880000000000000115e-01
8.629999999999999893e-01,5.121994093573796203e-01,-8.880000000000000115e-01,-8.629999999999999893e-01,-1.482328411934768220e-01,-1.593317680418588456e+00,1.033401448628775698e-01,8.318716710701663519e-01,-1.803207158693887813e+00,5.739347413930026010e-01,7.174965832489167417e-01,-8.880000000000000115e-01
3.448123289145841319e-01,1.273598689368638404e+00,-2.727701224924376167e+00,-8.629999999999999893e-01,-6.091342426253710807e-01,-9.128645285275035492e-01,1.558333143652018693e-02,3.091630991050052235e-01,-1.220260043965766483e+00,4.866779927802339922e-01,1.964367206538230048e-01,-8.880000000000000115e-01
3.448123289145841319e-01,1.273598689368638404e+00,-2.727701224924376167e+00,-8.629999999999999893e-01,-6.091342426253710807e-01,-9.128645285275035492e-01,1.558333143652018693e-02,3.091630991050052235e-01,-1.220260043965766483e+00,4.866779927802339922e-01,1.964367206538230048e-01,-8.880000000000000115e-01
-8.629999999999999893e-01,3.811906729881837097e-01,-2.034926492200410664e+00,8.629999999999999893e-01,1.634899294530285374e+00,-1.083454384386787650e+00,8.629999999999999893e-01,1.674145736349931246e+00,-8.880000000000000115e-01,1.941375157201644108e-01,-5.088193883772977877e-01,-8.880000000000000115e-01
-8.629999999999999893e-01,3.811906729881837097e-01,-2.034926492200410664e+00,8.629999999999999893e-01,1.634899294530285374e+00,-1.083454384386787650e+00,8.629999999999999893e-01,1.674145736349931246e+00,-8.880000000000000115e-01,1.941375157201644108e-01,-5.088193883772977877e-01,-8.880000000000000115e-01
5.640511242789054691e-01,-5.567806154533783136e-02,-9.558030917717627029e-01,1.965839748550128885e-01,-9.347750988657460569e-02,-8.880000000000000115e-01,8.629999999999999893e-01,-4.914974674137291832e-01,-8.880000000000000115e-01,-2.522290642962249918e-01,2.730502305045842681e-02,-8.880000000000000115e-01
